meal_ID,source,tag1,tag2,tag3,item,quantity,unit,department
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,"chuck-eye roast, boneless",1,3.5 lb roast,meat
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,pancetta,4,oz,deli
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,onion,2,unit,produce
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,carrots,2,unit,produce
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,celery,2,ribs,produce
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,tomato paste,1,Tbsp,canned
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,garlic,3,cloves,produce
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,sugar,0.5,tsp,dry
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,all-pupose flour,1,Tbsp,dry
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,Barolo wine,750,mL,beer/wine/spirits
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,diced tomatoes,1,14.5-oz can,canned
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,thyme,1,sprig,produce
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,rosemary,1,sprig,produce
beef_braised_in_barolo,"Cook's Illustrated, March/April 2005",,,,parsley,10,sprigs,produce
,,,,,,,,
